,DATE,TIME,OPEN,HIGH,LOW,CLOSE,QUANTITY,AVERAGE
50,28-11-2019,09:32:00,1711.0,1712.95,1711.0,1712.95,573,0.0
51,28-11-2019,09:31:00,1710.85,1711.25,1710.4,1710.5,891,0.0
52,27-11-2019,09:37:00,1728.95,1731.0,1728.95,1730.95,11058,0.0
53,27-11-2019,09:33:00,1721.2,1723.7,1721.2,1721.55,5221,0.0
54,27-11-2019,09:32:00,1721.0,1721.95,1721.0,1721.25,1935,0.0
55,26-11-2019,09:24:00,1726.5,1728.85,1725.9,1728.5,10279,0.0
56,26-11-2019,09:34:00,1723.55,1724.95,1723.2,1724.75,2973,0.0
57,26-11-2019,09:33:00,1721.9,1724.1,1721.9,1723.55,4130,0.0
58,25-11-2019,15:28:00,1715.25,1717.0,1715.2,1717.0,5152,0.0
59,25-11-2019,09:35:00,1671.85,1671.95,1671.05,1671.95,3130,0.0
60,25-11-2019,09:34:00,1672.65,1674.0,1671.0,1671.1,4610,0.0
61,22-11-2019,10:58:00,1711.05,1711.35,1710.3,1711.05,720,0.0
62,22-11-2019,09:36:00,1704.15,1705.0,1704.05,1704.15,1889,0.0
63,22-11-2019,09:35:00,1704.55,1705.2,1702.65,1704.15,7976,0.0
64,21-11-2019,09:27:00,1733.25,1734.85,1733.25,1734.3,4712,0.0
65,21-11-2019,09:37:00,1730.0,1730.0,1728.0,1729.7,2682,0.0
66,21-11-2019,09:36:00,1729.95,1731.2,1729.15,1729.15,2585,0.0
67,20-11-2019,11:08:00,1746.9,1748.8,1746.15,1748.7,14705,0.0
68,20-11-2019,09:38:00,1724.2,1724.8,1722.3,1722.3,4487,0.0
69,20-11-2019,09:37:00,1724.2,1724.5,1722.15,1724.5,3382,0.0
70,19-11-2019,09:16:00,1743.85,1743.85,1740.0,1743.15,15976,0.0
71,19-11-2019,09:39:00,1731.25,1731.6,1730.25,1730.95,2947,0.0
72,19-11-2019,09:38:00,1731.8,1732.65,1730.5,1730.65,4342,0.0
73,18-11-2019,09:25:00,1756.75,1758.95,1756.0,1757.55,3580,0.0
74,18-11-2019,09:40:00,1749.4,1749.5,1747.75,1747.75,2580,0.0
75,18-11-2019,09:39:00,1751.0,1751.6,1749.5,1749.5,3453,0.0
76,15-11-2019,10:27:00,1782.5,1783.9,1782.0,1782.9,1213,0.0
77,15-11-2019,09:41:00,1776.0,1776.65,1776.0,1776.45,1818,0.0
78,15-11-2019,09:40:00,1775.05,1776.3,1775.05,1776.0,858,0.0
79,14-11-2019,09:34:00,1793.5,1799.0,1793.5,1798.65,21683,0.0
80,14-11-2019,09:42:00,1796.2,1796.5,1794.1,1794.9,2203,0.0
81,14-11-2019,09:41:00,1794.95,1797.95,1794.7,1797.0,10896,0.0
82,13-11-2019,09:40:00,1784.5,1785.65,1784.5,1785.65,1143,0.0
83,13-11-2019,09:43:00,1783.0,1784.8,1782.3,1783.0,1889,0.0
84,13-11-2019,09:42:00,1785.35,1785.8,1785.0,1785.0,2864,0.0
85,11-11-2019,09:32:00,1788.4,1790.1,1788.4,1789.6,1892,0.0
86,11-11-2019,09:44:00,1782.8,1786.5,1782.8,1786.5,1556,0.0
87,11-11-2019,09:43:00,1783.7,1784.45,1782.15,1782.15,1500,0.0
88,08-11-2019,09:18:00,1823.25,1823.95,1822.35,1823.5,6780,0.0
89,08-11-2019,09:45:00,1814.9,1815.0,1814.05,1814.7,2401,0.0
